season_norm,week,label,ili,vaccine_rate,case_count,wx_week_avg_temp,wx_week_avg_rain,wx_week_avg_humidity
2024-2025,30,2024-2025 season - W30,13.2,78.84086021505375,29.0,28.714,12.86,79.8
2024-2025,31,2024-2025 season - W31,16.3,78.84086021505375,34.0,30.086,1.25,74.5
2024-2025,32,2024-2025 season - W32,16.9,78.84086021505375,37.0,30.143,1.0,71.957
2024-2025,33,2024-2025 season - W33,21.6,78.84086021505375,11.0,29.686,8.843,73.614
2024-2025,34,2024-2025 season - W34,20.8,78.84086021505375,22.0,27.986,0.58,74.071
2024-2025,35,2024-2025 season - W35,16.1,78.84086021505375,17.0,27.214,2.7,63.571
2024-2025,36,2024-2025 season - W36,13.1,78.84086021505375,8.0,27.271,2.0,72.1
2024-2025,37,2024-2025 season - W37,11.6,78.84086021505375,6.0,27.371,10.1,80.657
2024-2025,38,2024-2025 season - W38,10.1,78.84086021505375,6.0,22.786,27.167,71.243
2024-2025,39,2024-2025 season - W39,7.3,78.84086021505375,8.0,21.314,1.85,64.0
2024-2025,40,2024-2025 season - W40,6.7,78.84086021505375,7.0,17.186,0.0,66.4
2024-2025,41,2024-2025 season - W41,6.7,78.84086021505375,8.0,18.671,0.167,70.7
2024-2025,42,2024-2025 season - W42,5.2,78.84086021505375,17.0,15.629,14.2,74.286
2024-2025,43,2024-2025 season - W43,5.1,78.84086021505375,13.0,15.257,0.0,70.714
2024-2025,44,2024-2025 season - W44,4.2,78.84086021505375,30.0,14.043,0.05,60.929
2024-2025,45,2024-2025 season - W45,4.5,78.84086021505375,26.0,12.629,3.475,58.986
2024-2025,46,2024-2025 season - W46,5.0,78.84086021505375,33.0,10.114,2.2,57.114
2024-2025,47,2024-2025 season - W47,4.8,78.84086021505375,28.0,6.457,12.1,65.714
2024-2025,48,2024-2025 season - W48,4.7,78.84086021505375,60.0,2.786,0.771,72.829
2024-2025,49,2024-2025 season - W49,5.6,78.84086021505375,84.0,1.8,1.8,54.4
2024-2025,50,2024-2025 season - W50,4.9,78.84086021505375,189.0,-0.357,0.0,51.114
2024-2025,51,2024-2025 season - W51,5.8,78.84086021505375,391.0,-0.214,1.133,58.171
2024-2025,52,2024-2025 season - W52,6.0,78.84086021505375,841.0,0.614,0.0,56.043
2024-2025,53,2024-2025 season - W53,4.35,78.84086021505375,27.0,14.65,3.475,61.513999999999996
